Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Good,"Grotto Left (East Side) > The Grotto (a.k.a. The Notch) > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105941860/good,2.8,-1,Sport,5.10b,1,65,35.8054,-106.14319
"Ride the Wild","Lower Looner Land > The Mine Area > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106430532/ride-the-wild,3.0,-1,Sport,5.9,1,50,33.29956,-111.06993
"Little Hellion","Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105741566/little-hellion,2.8,-1,Sport,5.9,1,120,40.59015,-111.64812
"The Prow","Middle Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105736333/the-prow,3.0,-1,Sport,5.10a/b,1,40,38.7875,-120.2441
Intellitoys,"Test Site > Echo Cliffs > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106642000/intellitoys,2.9,-1,Sport,5.9,1,85,34.12537,-118.92629
"Lead Fillings","Child's Molar > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105715361/lead-fillings,3.4,-1,Sport,5.9,1,100,43.88731,-103.46538
"Tracks are for Kids","Dinosaur Rock > Central > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105762030/tracks-are-for-kids,3.0,-1,"Sport, TR",5.10b,1,60,39.9734,-105.2875
"Free Range Show Poodle","Area 51 > South Side Crags > Meadow River Gorge > The New River Gorge > West Virginia",https://www.mountainproject.com/route/109063118/free-range-show-poodle,3.1,-1,Sport,5.8,1,60,38.13567,-80.91196
"Emotional Geometry","Hard Rock > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106955599/emotional-geometry,2.9,-1,Sport,5.10b,1,65,40.4507,-111.6717
"Nice Jugs","Flavin Haven > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105971528/nice-jugs,2.9,-1,Sport,5.9+,1,90,37.52468,-118.5742
Runaway,"Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764853/runaway,2.9,-1,Sport,5.8,1,120,39.9928,-105.4181
"Mouse Maze","Cracked Wall > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/106268934/mouse-maze,2.8,-1,"Trad, Sport","5.9- PG13",1,40,35.30227,-120.69427
"Old Ladder Route","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735071/old-ladder-route,2.8,-1,"Sport, TR",5.10a/b,1,70,38.65093,-122.61322
Intimidator,"Powerline Wall West > Mount Erie > Northwest Region > Washington",https://www.mountainproject.com/route/106498950/intimidator,2.9,-1,Sport,5.10a,1,60,48.45357,-122.62899
"Men in Tights","The Cinema > Take-Out Beach > River Road > Moab Area > Utah",https://www.mountainproject.com/route/112542533/men-in-tights,3.2,-1,Sport,5.10a,1,95,38.6595,-109.49668
"Hang 'em High","The Western Wall > Western Wall Area > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/106903936/hang-em-high,3.4,-1,Sport,5.10a,1,90,36.60623,-118.13261
"The Punisher","Yellow Pine > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/106504515/the-punisher,2.9,-1,Sport,5.10b,1,50,36.27202,-115.67183
Shadow,"Shadow Rock > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/105737279/shadow,3.1,-1,"Sport, TR","5.8 R",1,80,35.3037,-120.69618
Nang,"North Fin > 4 - Windy Point West > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106014697/nang,3.3,-1,Sport,5.10b,1,160,32.36755,-110.71953
Locomotion,"g. Autumn Arch Sector > Safe Harbor South > Safe Harbor > South Central PA > Pennsylvania",https://www.mountainproject.com/route/107379180/locomotion,3.0,-1,Sport,5.10a,1,,39.91868,-76.37749
"Waste Knot","Ephel Duath > Towers of Teeth > Middle Earth > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/108244256/waste-knot,3.8,-1,Sport,5.8,1,130,43.84875,-103.57026
"Walking the Plank","The Draw Pile. > Crags Against Humanity > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/111851511/walking-the-plank,3.0,-1,Sport,5.9-,1,70,32.32441,-110.70657
"Gorilla My Dreams","Winkie Dinkie Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105805980/gorilla-my-dreams,3.3,-1,Sport,5.10a,1,,47.81891,-121.5723
"Rock n Rolla","Candy Land > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108013091/rock-n-rolla,3.3,-1,Sport,5.9,1,80,39.44101,-120.65802
"Tasting Time","Indecent Exposure > Blue Sky > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/107089013/tasting-time,3.6,-1,Sport,5.10a,1,90,44.35135,-103.90765
"The Phantom Menace","Tatooine > Galaxy Area > Rock Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106417534/the-phantom-menace,2.9,-1,Sport,5.7+,1,75,40.26544,-111.61291
"Everything's Big In Texas","Fat Grandma > Big Picture Gully > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106292493/everythings-big-in-texas,3.4,-1,Sport,5.10a,1,60,44.31726,-103.90147
"Son of Belayer Slayer","Pub Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107862200/son-of-belayer-slayer,3.2,-1,Sport,"5.10a PG13",1,120,37.51096,-118.57058
"Fox Trot","Olympic Wall > Outrageous Overhangs Area > Independence Pass > Colorado",https://www.mountainproject.com/route/106005674/fox-trot,3.1,-1,Sport,5.8,1,80,39.12035,-106.69819
Slackjaw,"Dihedrals > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105975003/slackjaw,2.8,-1,Sport,5.10a,1,80,37.52838,-118.57396
Dura-Ace,"Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/109609523/dura-ace,2.9,-1,Sport,5.8,1,75,37.64552,-83.71831
"Paha   Sapa aka ""Chockstoned""","Trail of Tears Wall > The Mohican > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/107165465/paha-sapa-aka-chockstoned,3.1,-1,Sport,5.9,1,60,44.33171,-103.9001
"Pocket Hero","The Erratic > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/110905152/pocket-hero,3.1,-1,Sport,5.10b,1,40,42.5904,-108.7396
"Water into Wine","The Waterfall Walls > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/107743283/water-into-wine,3.1,-1,Sport,5.9-,1,80,44.08824,-107.29241
"Zombie Wolf","Los Lobos Wall > Los Lobos Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105920056/zombie-wolf,3.2,-1,Sport,5.8+,1,140,25.94968,-100.47518
"Emotional Content","The Far East > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105988235/emotional-content,2.9,-1,Sport,5.10b,1,60,36.00394,-93.28377
"Great Race","San Ysidro > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/105794586/great-race,3.1,-1,"Sport, TR",5.10a,1,70,34.45379,-119.62329
"Pulp Friction","The Quarry > Thunder Ridge > West Creek > South Platte > Colorado",https://www.mountainproject.com/route/106166854/pulp-friction,3.0,-1,Sport,5.8+,1,70,39.19906,-105.22163
"Life By The Drop","Main Wall - North > Isolation Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106032060/life-by-the-drop,2.9,-1,Sport,5.10,1,90,34.36127,-111.45026
"Old Pine","The Alley > Sunset Alley > Beaver Dam Road > Saint George > Utah",https://www.mountainproject.com/route/110583336/old-pine,2.9,-1,Sport,5.10a,1,80,37.13323,-113.84403
Moucha,"The Flytrap > Crawdad Canyon / Veyo > Saint George > Utah",https://www.mountainproject.com/route/105844759/moucha,3.4,-1,Sport,5.10b,1,65,37.3352,-113.6875
Orgasmophoria,"(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105812149/orgasmophoria,3.2,-1,Sport,5.10a/b,1,120,44.3696,-121.13916
"Miss Wyoming","Elevenmile Dome > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/106926010/miss-wyoming,3.0,-1,Sport,5.9,1,110,38.94534,-105.39205
"Fit To Be Thai'd","The Thaiwand > Railay West > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/106124173/fit-to-be-thaid,3.4,-1,Sport,5.10a/b,1,90,8.00863,98.8357
"Lonesome Buffalo","Buffalo Pit > *Rumney > New Hampshire",https://www.mountainproject.com/route/113501882/lonesome-buffalo,2.9,-1,Sport,5.8,1,100,43.80386,-71.84992
"Ambassadors of Funk","Negress Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105969591/ambassadors-of-funk,3.1,-1,Sport,5.10b,1,125,37.51235,-118.57119
Jug-A-Lug,"The Crack House > Castle Rock > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811915/jug-a-lug,2.8,-1,Sport,5.10a,1,50,42.12418,-113.6714
"Let Your Pimpness Shine","Adidas Wall > Grandad's Bluff > Wisconsin",https://www.mountainproject.com/route/105983652/let-your-pimpness-shine,3.3,-1,Sport,5.10b,1,45,43.81095,-91.20564
"Tintin au Tibet","04 - Prestation > L'Amphitheatre > Saint-Andre-de-Kamouraska > Bas-Saint-Laurent > Quebec > Canada > North America > International",https://www.mountainproject.com/route/107784197/tintin-au-tibet,3.5,-1,Sport,5.9+,1,55,47.65204,-69.74531
"The Pollinator","Hornets Nest > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/106053031/the-pollinator,3.5,-1,Sport,5.10b/c,1,110,43.8864,-103.467
"Alabama Hills Gang","The Loaf > Western Wall Area > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/106429456/alabama-hills-gang,3.5,-1,Sport,5.10a,1,145,36.6072,-118.13424
"Randalls One Trick Pony","Adidas Wall > Grandad's Bluff > Wisconsin",https://www.mountainproject.com/route/105983684/randalls-one-trick-pony,2.9,-1,Sport,5.8+,1,45,43.81095,-91.20564
"Surging Wave","Shipyard Rock > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/108771411/surging-wave,3.0,-1,Sport,5.7,1,60,43.8864,-103.46677
"Sweet Adene","Populace Wall > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107641513/sweet-adene,3.0,-1,Sport,5.8,1,55,43.53639,-116.08633
"Express Checkout Line","E. Big Star Wall > A. North Canyon > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106278224/express-checkout-line,3.3,-1,Sport,5.9,1,,37.50611,-88.69029
"245 North","Shady Lane > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/106242673/245-north,2.9,-1,Sport,5.10b,1,95,39.5613,-111.6893
"After All This Time","The Balcony > *Rumney > New Hampshire",https://www.mountainproject.com/route/110964463/after-all-this-time,3.4,-1,Sport,5.7,1,50,43.80293,-71.83505
"Mystery Hole","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734759/mystery-hole,2.9,-1,"Sport, TR",5.10a,1,40,38.65137,-122.61851
"Chucky Bill","West Side > Lemon Reservoir > Durango > Colorado",https://www.mountainproject.com/route/106240464/chucky-bill,3.4,-1,"Trad, Sport",5.10,1,80,37.46485,-107.67834
"Four Little Fishies","Aquarium Rock > Photographers' Peak Area > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/105714929/four-little-fishies,3.7,-1,Sport,5.9,1,130,43.8427,-103.5582
Pangborn,"The Loaf > Western Wall Area > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/106126971/pangborn,3.5,-1,Sport,5.9+,1,140,36.6072,-118.13424
"Glass Balls","Hell Wall (aka Quarry Wall) > Necedah (Petenwell Bluff) > Wisconsin",https://www.mountainproject.com/route/106797664/glass-balls,3.1,-1,Sport,5.8,1,40,44.04529,-90.02031
"Route 2 - The Roof Route","Corpse Wall > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106396579/route-2-the-roof-route,2.9,-1,Sport,5.10a,1,50,34.07931,-118.65874
"Naked Lunch","Winter Wall > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105932179/naked-lunch,3.1,-1,Sport,5.10-,1,140,35.80566,-106.14024
"Virgin's Airline","Forgotten Wall, Control Tower & Up The Creek Wall > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106080211/virgins-airline,3.0,-1,Sport,5.10b,1,115,32.35534,-110.71812
Economique,"Wheeler Gorge > Hwy 33/Ojai > Central Coast > California",https://www.mountainproject.com/route/105798270/economique,3.1,-1,Sport,5.10a,1,80,34.5075,-119.2757
"Magic Carpet Ride","The Sunny Side > Mill Creek > Moab Area > Utah",https://www.mountainproject.com/route/106049215/magic-carpet-ride,2.9,-1,Sport,5.10a,1,50,38.49649,-109.31053
"Frosted Flakes","Echo Dome > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma",https://www.mountainproject.com/route/105914655/frosted-flakes,2.9,-1,Sport,5.9,1,70,34.72599,-98.73486
"Rocky Horror","Upper Gully > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107805100/rocky-horror,3.5,-1,Sport,5.10a,1,70,49.84186,-123.14758
"The Sins of the Son","6. The Good Book > s. Books Tier > Powerlinez > New York",https://www.mountainproject.com/route/108831115/the-sins-of-the-son,3.3,-1,"Sport, TR",5.10b,1,60,41.14596,-74.16582
Ruffles,"Potato 3 > Potato Patch > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/106068375/ruffles,3.1,-1,Sport,"5.10a PG13",1,50,37.78984,-118.91431
"BBQ Buddies Control the Cosmos","After 5 Crag > Dry Wall > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/108351518/bbq-buddies-control-the-cosmos,3.5,-1,Sport,5.10b,1,100,44.0975,-107.2913
"Rock Candy","Area 13 - Center > Area 13 > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/105877645/rock-candy,3.0,-1,Sport,5.7,1,70,37.78867,-118.91166
Muffy,"Arizona Dome > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/105896538/muffy,3.0,-1,Sport,5.8,1,80,36.58589,-118.11239
"Pathological Optimist","Totem-Proto Area > Lower Devil's Canyon > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/107945505/pathological-optimist,3.4,-1,"Trad, Sport",5.10,1,110,33.27587,-111.02832
"All Tuckered Out","Shipyard Rock > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105715115/all-tuckered-out,2.9,-1,Sport,5.10b,1,50,43.8864,-103.46677
Thrillbillies,"Slab City > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107250835/thrillbillies,2.9,-1,Sport,5.10b,1,90,37.734,-83.64101
"Totally Clips","Up Among the Firs > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107235689/totally-clips,2.8,-1,Sport,5.10b,1,90,49.646,-123.2129
"Little Gem","Sunshine Wall > Horseshoe Lake Area > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/108331610/little-gem,3.1,-1,Sport,5.8,1,100,37.6058,-119.0235
"Panic in the Gray Room","Upper Infirmary Slabs > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/105751108/panic-in-the-gray-room,3.0,-1,"Sport, TR",5.10b,1,,40.18804,-105.33379
"Friction Face Panty Waist","Running Man Wall > 05-Sandstone Quarry > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/107089591/friction-face-panty-waist,2.9,-1,Sport,5.8+,1,80,36.16016,-115.4423
"Sweeping Beauty","(4) Gold Wall > Ozone > Southwest Cascades > Washington",https://www.mountainproject.com/route/107233603/sweeping-beauty,3.0,-1,Sport,5.10b,1,95,45.5672,-122.2077
Smithereens,"Scud Wall > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/112835483/smithereens,3.4,-1,Sport,5.10,1,70,42.74191,-108.83072
"The Future","Annadonia Area > Barn Bluff (Red Wing) > Minnesota",https://www.mountainproject.com/route/106266364/the-future,3.0,-1,Sport,5.8,1,,44.56927,-92.52108
Hemisphere,"The Icebox > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/107199753/hemisphere,3.1,-1,Sport,5.9+,1,70,38.90773,-105.46008
"Hailstone Arete","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108644963/hailstone-arete,3.4,-1,Sport,5.9,1,80,38.65311,-122.61376
Dragonfly,"Pheromone Wall > Blue Sky > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106933821/dragonfly,3.6,-1,Sport,5.9,1,70,44.34827,-103.92042
Compromises,"Relationship Wall > Robinson Park > Sandstone > Minnesota",https://www.mountainproject.com/route/106069794/compromises,3.1,-1,"Sport, TR",5.10b,1,30,46.13405,-92.85854
"Blanca Nieves","Caliche (Ciales) > Puerto Rico > North America > International",https://www.mountainproject.com/route/108541199/blanca-nieves,3.8,-1,Sport,5.8,1,90,18.35157,-66.47849
"La Flakita","Cat Wall > Virgin Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/111553924/la-flakita,2.9,-1,Sport,5.10b,1,80,25.95006,-100.47684
